"","Stud_ID","PROJ_TOTAL","Proj01","Proj02","Proj03","Proj04","Proj05","Proj06","Proj07","Proj08","Proj09","Proj10","Proj11","Total_Pts","Exam1","Exam2","Exam3","Prob_solve_pre","Prob_solve_post","extraversion","agreeableness","conscient.","stability","openness","Metacog.","SelfEfficacy","IntGoalOrient","ExtGoalOrient"
"459","a08193f16",46,15,20,11,0,0,0,0,0,0,0,0,195,44,105,0,11.6666666666667,NA,NA,NA,NA,NA,NA,47,44,15,23
"460","07b55c439",341,15,15,14,24,37,40,46,47,50,0,53,687,52,105,103,NA,2.33333333333333,48,30,40,49,37,NA,NA,NA,NA
"461","d69d45383",440,15,20,20,40,41,45,50,45,55,54,55,829,84,100,105,7.66666666666667,6.66666666666667,39,58,49,46,51,60,49,18,22
"462","5b8227f96",363,15,20,20,34,32,18,42,50,51,31,50,631,72,75,78,9.33333333333333,8,32,42,49,47,43,42,39,17,24
"463","9b0be3463",450,15,20,20,40,45,45,50,50,55,55,55,902,92,135,125,17,17,37,55,58,33,50,46,41,17,23
"464","21206ebb1",435,15,20,20,30,45,45,50,50,53,52,55,860,60,130,135,NA,9.66666666666667,53,51,35,55,54,NA,NA,NA,NA
"465","288361d31",428,15,20,20,25,45,43,50,50,55,50,55,796,68,85,116,11.5,0,31,51,49,56,44,40,39,17,20
"466","1732e72b9",349,0,20,15,22,0,43,50,45,55,44,55,713,44,95,125,9.5,13.5,59,58,49,49,52,42,48,22,24
"467","732bc339a",322,15,20,20,37,39,0,34,40,28,50,39,751,80,115,135,4.16666666666667,1,33,37,29,40,36,44,37,20,28
"468","41bf60285",448,15,20,20,40,43,45,50,50,55,55,55,920,92,135,145,4.83333333333333,5,50,51,61,44,60,65,47,21,27
"469","c79f17614",423,15,20,20,40,43,45,50,50,55,30,55,900,92,130,156,18.5,22,43,47,33,46,39,49,41,20,19
"470","fdfa2b5be",421,15,18,16,36,45,45,39,50,50,52,55,818,72,120,105,7,22,59,61,42,39,52,46,46,19,28
"471","0c3aeedb6",445,15,20,20,40,45,45,50,50,52,54,54,917,72,145,155,9,2.66666666666667,40,40,40,40,40,41,33,20,24
"472","d50589e19",421,15,20,18,33,37,45,48,50,53,48,54,819,72,120,106,18,21.5,32,50,54,51,40,46,41,10,17
"473","771b437bc",332,15,20,9,26,41,5,34,45,55,47,35,751,68,115,136,0,17.5,23,25,47,27,33,39,29,14,13
"474","26f22fdcd",407,15,20,20,40,33,28,50,40,55,51,55,670,64,80,65,14,19.5,32,44,49,58,49,53,56,24,28
"475","0874d8376",429,15,20,20,40,45,45,50,45,39,55,55,868,84,120,135,10,8.5,46,42,45,32,44,44,37,20,22
"476","c9d2e4d31",450,15,20,20,40,45,45,50,50,55,55,55,869,88,130,101,4.66666666666667,3,35,46,42,31,44,46,49,23,28
"477","d1624bd28",443,15,20,20,40,43,44,50,50,52,54,55,929,88,150,155,13,13.5,49,50,45,51,50,47,42,19,19
"478","9b65483cd",347,14,11,10,33,45,36,50,21,51,45,31,697,60,90,105,3.33333333333333,14.1666666666667,50,65,52,59,49,58,43,26,28
"479","9cde4b8b1",365,15,19,18,0,45,45,47,48,53,20,55,685,60,60,100,9.5,8,50,41,38,41,37,54,56,28,28
"480","6d7e6cf0a",448,15,20,20,38,45,45,50,50,55,55,55,764,56,80,80,9,NA,41,52,45,39,39,39,40,15,21
"481","4456a0ede",379,15,18,18,40,19,21,47,46,54,46,55,713,44,110,80,9,NA,NA,NA,NA,NA,NA,31,32,8,20
"482","b94ec6815",439,15,19,18,38,42,44,50,50,55,53,55,858,68,120,131,5.16666666666667,3.33333333333333,40,41,41,NA,40,42,50,24,22
"483","05c9343fb",449,15,20,20,40,45,45,50,50,54,55,55,960,96,130,185,6.33333333333333,7.83333333333333,24,46,38,31,43,44,27,13,24
"484","ab6f0629f",263,0,20,11,40,0,45,6,40,55,46,0,593,72,85,78,0,2,40,NA,26,49,42,40,33,16,16
"485","1d1bc6e71",408,14,19,20,0,45,45,50,50,55,55,55,891,88,140,155,5.5,4.33333333333333,NA,NA,NA,NA,NA,59,47,26,26
"486","211c0319b",379,11,20,6,4,43,42,50,40,54,54,55,630,12,70,70,0,0,23,61,30,NA,40,40,29,14,25
"487","970b932c9",434,15,20,20,39,43,43,50,50,52,47,55,815,80,100,111,16,21.5,31,60,41,56,52,48,56,22,24
"488","e58dbfea7",444,15,20,20,40,44,42,49,50,55,55,54,958,84,145,185,9,20.5,28,49,61,39,43,55,53,24,24
"489","ce8498a9c",442,15,20,20,40,44,45,49,50,54,50,55,893,80,120,151,NA,9,38,56,57,44,43,36,42,22,22
"490","8223888f1",253,0,0,20,39,0,40,0,50,55,49,0,564,76,115,100,NA,18.5,20,43,46,34,45,NA,NA,NA,NA
"491","b7ac198a7",391,15,20,19,40,45,44,48,0,52,53,55,780,64,110,115,11,9.5,41,46,37,35,38,53,32,25,24
"492","e6e8699fe",45,15,0,0,0,30,0,0,0,0,0,0,288,56,75,65,5,NA,NA,NA,NA,NA,NA,44,16,11,18
"493","53f954d57",443,15,16,20,40,44,45,49,50,54,55,55,909,76,140,150,3,NA,44,58,55,44,51,45,51,18,13
"494","c1c9de0f7",407,14,19,20,0,45,44,50,50,55,55,55,914,92,140,175,13,0,40,40,40,40,40,60,48,20,22
"495","a60e91bde",443,15,20,19,37,44,45,49,50,54,55,55,903,80,120,160,12.5,16,20,35,47,47,35,27,38,19,23
"496","c338331a9",327,15,18,17,36,45,45,48,0,0,52,51,650,56,65,105,12,11.8333333333333,46,52,47,29,51,62,55,27,26
"497","cc59639bf",441,15,17,16,40,44,45,50,50,55,54,55,861,80,105,135,14.5,14,32,42,59,49,48,31,42,12,18
"498","567cf1817",446,14,20,20,40,45,45,50,49,55,53,55,863,64,125,128,3.33333333333333,8.33333333333333,40,40,40,40,40,50,40,20,20
"499","36a5abfda",437,15,20,20,40,45,45,50,45,55,49,53,800,80,120,130,12,5.83333333333333,43,NA,52,38,48,30,32,21,16
"500","d45c28a9e",444,15,20,20,40,45,45,44,50,55,55,55,888,84,130,130,18,16,23,50,56,34,63,43,50,18,20
"501","ff17390f8",432,15,20,17,40,45,45,50,41,51,53,55,899,92,140,165,13.5,15,47,60,55,50,56,50,48,28,19
"502","c083438cb",447,15,20,20,40,45,45,50,50,53,54,55,931,84,140,160,12,16.5,38,49,50,46,48,50,48,28,24
"503","4aac49899",448,15,20,20,40,45,45,48,50,55,55,55,818,64,95,116,NA,15.5,38,46,57,52,53,NA,NA,NA,NA
"504","3757ea471",438,13,20,20,32,45,45,48,50,55,55,55,873,60,135,140,15.5,11.5,26,48,49,53,50,47,46,24,22
"505","ff4e40b55",433,15,20,20,40,45,40,40,50,55,53,55,820,60,90,145,17,15.5,29,63,60,51,57,37,50,28,25
"506","f9d515b85",399,15,20,20,40,0,45,50,50,49,55,55,735,56,95,86,NA,7.66666666666667,43,56,54,47,52,NA,NA,NA,NA
"507","9a57bb96c",323,15,20,14,28,0,45,50,41,55,0,55,523,56,60,76,4.5,2.66666666666667,40,42,38,43,39,46,39,18,18
"508","a30fc489f",450,15,20,20,40,45,45,50,50,55,55,55,947,92,145,160,14.5,13.3333333333333,43,41,44,39,47,70,56,27,24
"509","3c854c9cf",447,15,19,20,40,45,45,50,50,55,53,55,922,80,140,165,20.5,19.5,47,43,48,40,43,51,47,22,27
"510","eec5483b1",448,15,20,20,40,45,45,50,49,55,54,55,952,84,150,170,8.33333333333333,10.1666666666667,40,40,40,40,40,60,48,24,24
"511","716bbd183",434,15,19,17,36,45,45,50,50,55,47,55,879,96,125,140,8.33333333333333,1.33333333333333,31,61,48,42,43,61,48,28,24
"512","579fa0eb7",446,15,20,20,40,42,45,50,50,55,54,55,897,88,130,141,14,14,19,64,52,42,60,49,46,25,18
"513","d1a4c8dd3",425,15,19,20,40,42,41,50,50,40,53,55,902,92,120,166,NA,14.3333333333333,43,66,58,42,53,52,48,20,22
"514","01869082b",413,15,20,17,32,35,45,50,45,53,46,55,774,68,90,103,4.66666666666667,11.8333333333333,42,36,45,43,41,43,35,13,24
"515","2109378e3",422,15,20,20,24,45,45,50,50,55,43,55,834,52,120,140,13,14,59,63,66,59,52,46,40,20,28
"516","7f543db3e",450,15,20,20,40,45,45,50,50,55,55,55,876,80,125,121,1.66666666666667,4,44,35,38,NA,33,57,52,20,22
"517","d45ec1257",417,15,20,0,36,45,45,50,50,53,48,55,813,76,100,120,0,12,52,63,63,39,45,NA,NA,NA,NA
"518","2b7717ca1",442,15,20,17,40,45,45,50,50,55,50,55,811,68,115,86,2,7,51,54,54,NA,51,46,43,17,28
"519","55fb47843",414,14,20,20,32,35,44,50,43,46,55,55,910,84,145,170,1.66666666666667,NA,58,58,58,52,64,54,34,26,21
"520","659f0c79e",307,14,20,20,40,28,33,32,26,51,28,15,774,88,130,150,4,3.5,43,39,37,37,41,NA,NA,NA,NA
"521","dd42486bd",381,13,20,20,0,45,40,48,50,55,35,55,799,88,110,120,12.5,9.5,54,NA,43,42,46,37,26,12,23
"522","b6c4bb4ab",295,14,20,20,30,32,40,49,0,47,21,22,621,60,80,86,11.6666666666667,12,56,56,62,50,55,48,32,15,25
"523","50fd64710",342,14,16,20,36,0,42,42,42,55,30,45,769,72,100,160,12.8333333333333,12,59,56,55,62,53,29,20,11,8
"524","7e337d9fd",395,14,18,7,40,31,37,50,50,53,40,55,756,56,120,85,2.5,6.66666666666667,66,57,42,36,41,29,45,21,27
"525","83edb1657",393,14,20,10,21,42,45,50,31,55,50,55,703,40,85,85,6.5,12.8333333333333,21,54,34,14,53,51,45,24,24
"526","296f07459",405,13,18,20,40,30,26,50,48,55,50,55,861,68,140,155,2.83333333333333,4,11,60,25,51,47,60,42,25,22
"527","1ac773464",402,14,19,20,40,0,44,50,50,55,55,55,846,64,120,160,13,18,39,52,47,52,47,46,46,25,20
"528","224cd9d81",365,14,12,20,30,41,38,0,50,55,50,55,702,52,100,85,9.5,16,56,57,41,30,62,61,56,23,24
"529","1d16ad84d",426,14,16,20,40,34,44,50,50,53,50,55,901,80,135,160,12,13.5,13,51,54,53,60,45,49,23,21
"530","f6bb44f93",383,13,20,20,40,40,38,50,35,50,27,50,856,76,145,160,15,13.5,39,50,45,47,39,42,46,18,21
"531","98d9480f5",436,14,19,20,40,42,42,49,50,55,50,55,882,96,95,155,9,12.3333333333333,53,57,44,54,49,57,41,26,25
"532","080fbe73c",405,13,20,6,25,38,43,49,48,53,55,55,745,60,100,90,7.66666666666667,3.66666666666667,45,37,NA,NA,42,36,38,9,24
"533","f110103c7",186,14,17,16,30,0,0,0,43,8,3,55,502,60,85,76,NA,9.16666666666667,33,66,45,42,52,NA,NA,NA,NA
"534","6610afd3e",432,14,20,20,40,33,45,50,50,55,50,55,854,56,115,151,5,18.5,22,53,53,46,56,53,49,24,17
"535","5c3d531bd",177,14,19,18,36,0,10,25,5,50,0,0,388,68,85,0,17,11,49,57,42,45,60,NA,NA,NA,NA
"536","1aad519fa",416,15,15,18,30,31,44,50,50,55,53,55,884,92,125,156,21,18,38,63,46,38,56,54,51,21,28
"537","2d3fa5d9f",359,14,20,20,35,0,44,50,32,39,50,55,731,56,115,101,6.83333333333333,6.66666666666667,34,56,55,55,38,55,50,20,26
"538","71a4c3688",362,12,15,20,39,6,29,50,46,55,35,55,785,84,90,150,10.3333333333333,14,50,51,52,52,44,NA,NA,NA,NA
"539","40833dcb8",430,14,15,20,40,40,43,50,50,53,50,55,837,72,115,120,8.5,13.5,NA,NA,NA,NA,NA,47,49,26,21
"540","dd3019981",373,15,20,17,40,45,45,0,48,48,40,55,679,48,95,116,10.8333333333333,13.3333333333333,40,46,46,22,52,52,56,16,28
"541","cc5d5e90c",442,15,20,14,40,45,43,50,50,55,55,55,934,88,145,160,17.5,15.1666666666667,27,57,45,49,51,45,56,14,17
"542","e70b53910",397,15,20,0,37,37,45,50,41,47,50,55,865,88,95,185,16,21.5,26,58,52,46,47,56,47,20,21
"543","948736083",423,15,20,20,40,45,43,38,41,53,53,55,837,84,120,110,2,1,40,43,40,40,43,50,40,22,20
"544","042e769f3",450,15,20,20,40,45,45,50,50,55,55,55,881,76,120,135,14,17.5,51,51,60,55,60,48,51,22,26
"545","d6bac583c",444,15,20,20,40,45,43,50,50,53,55,53,879,72,130,175,13,21,43,29,47,27,43,54,55,17,24
"546","b0cc04a5e",341,15,20,14,37,45,45,0,0,55,55,55,823,92,145,145,11,12.3333333333333,39,54,52,18,50,60,41,21,27
"547","97250b530",400,15,20,20,28,42,45,50,50,34,55,41,795,72,110,113,NA,NA,63,41,41,64,59,NA,NA,NA,NA
"548","4e6964a38",445,13,20,17,40,45,45,50,50,55,55,55,733,68,0,120,15,16,57,62,61,52,63,64,56,28,28
"549","ced03b8dd",444,15,16,20,40,45,45,50,50,55,55,53,850,60,125,121,14,15.5,30,55,56,62,61,62,56,28,25
"550","c1eb53f54",223,15,17,8,24,45,37,22,0,55,0,0,356,0,75,58,0.666666666666667,3.66666666666667,39,49,51,42,59,46,45,23,24
"551","0eb94b455",450,15,20,20,40,45,45,50,50,55,55,55,982,92,150,190,14.5,8.5,41,56,51,54,48,47,56,25,26
"552","f8546b944",229,15,20,14,36,11,0,22,41,55,0,15,586,60,110,90,0,NA,NA,NA,NA,NA,NA,52,40,18,19
"553","7cf39cfa8",359,15,20,14,32,40,0,34,41,53,55,55,784,80,135,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","5a7ccde0e",435,15,20,14,40,45,45,50,48,55,50,53,866,96,140,95,1,5.66666666666667,35,51,46,31,53,64,38,15,27
"555","3ea8bf1a0",388,15,19,17,36,45,0,50,48,52,53,53,808,80,95,146,11,8.83333333333333,37,41,42,40,38,39,21,16,15
"556","a3eeac9ca",441,15,20,20,40,45,45,50,41,55,55,55,931,92,140,161,17.5,21.5,41,45,44,40,53,43,47,25,19
"557","9f5823b71",394,15,20,14,40,45,45,50,50,55,5,55,764,60,80,130,5.66666666666667,3.66666666666667,42,41,45,40,37,NA,NA,NA,NA
"558","4c59c4200",450,15,20,20,40,45,45,50,50,55,55,55,905,80,120,155,16,14.5,61,36,41,58,66,53,48,12,24
"559","b63cd0031",442,15,20,20,40,45,45,50,50,55,47,55,923,92,145,145,20,19.5,32,36,41,51,52,40,49,16,24
"560","64082ed51",449,15,20,19,40,45,45,50,50,55,55,55,883,64,120,150,10,14,41,45,51,55,38,48,50,22,26
"561","686ddb8a3",376,15,15,17,36,21,45,38,50,55,53,31,729,68,105,81,11.3333333333333,11,35,43,34,47,36,31,32,23,26
"562","2307fe845",405,14,20,20,0,43,43,50,50,55,55,55,898,88,135,170,13.5,15,39,50,42,46,45,43,48,18,20
"563","591816811",391,15,17,14,37,45,43,22,41,51,51,55,763,76,95,101,12,12,27,42,52,38,52,57,43,22,17
"564","8cb561f76",428,13,20,20,39,45,43,50,50,55,38,55,840,68,135,116,8,NA,54,60,56,49,NA,57,51,25,26
"565","b102bfc1d",154,15,20,0,24,0,12,14,0,20,34,15,417,28,50,85,4.5,3.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","5549e98b9",382,15,19,8,34,7,40,50,48,53,55,53,751,60,120,96,4.33333333333333,4,34,47,50,56,57,51,45,24,20
"567","4948da3cc",427,15,20,17,32,45,38,50,50,55,50,55,919,72,145,175,9,18,37,47,37,31,31,40,32,16,16
"568","96fb59863",450,15,20,20,40,45,45,50,50,55,55,55,931,96,140,145,NA,14,32,57,55,42,43,NA,NA,NA,NA
"569","7f9308d3c",398,15,18,17,40,41,37,50,15,55,55,55,841,72,125,146,4.5,10,35,43,40,NA,39,54,44,15,21
"570","6d22a794b",212,13,18,14,36,17,0,34,40,13,0,27,593,72,95,115,11,13,47,59,48,49,52,42,41,23,25
"571","ad93d6532",448,15,20,20,38,45,45,50,50,55,55,55,880,84,140,170,22,20,15,59,34,20,51,44,55,24,17
"572","02f50466b",371,15,20,17,32,41,30,16,40,55,50,55,766,72,90,140,11.5,12.8333333333333,56,52,52,40,47,46,48,23,28
"573","af8c52a6b",141,15,12,14,10,11,0,34,21,24,0,0,384,52,120,71,11,NA,NA,NA,NA,NA,NA,42,39,18,20
"574","9b2d47ff8",440,15,20,14,38,43,45,50,50,55,55,55,895,80,140,135,10.5,NA,25,45,49,42,41,54,51,23,21
"575","6edfd8eda",442,15,19,18,40,40,45,50,50,55,55,55,938,88,140,175,6,9,38,39,45,44,38,38,48,23,21
"576","810eba5d0",104,15,20,8,0,21,0,0,40,0,0,0,282,68,110,0,3,NA,39,42,38,42,40,40,32,14,20
"577","50af6111e",408,15,20,12,25,26,45,50,50,55,55,55,840,72,100,160,6.33333333333333,2.33333333333333,NA,NA,NA,NA,NA,40,39,17,28
"578","c8251919d",447,15,18,20,40,44,45,50,50,55,55,55,898,76,130,145,12.1666666666667,15,40,44,45,32,44,48,27,19,28
"579","506027610",429,15,20,19,36,44,43,50,45,52,52,53,830,76,115,111,18.3333333333333,13,26,45,36,47,41,30,34,12,23
"580","37f621bb8",390,15,20,20,40,40,45,50,50,0,55,55,876,96,145,146,10.5,9.5,40,46,46,22,52,70,55,22,26
"581","86198ae0d",305,15,20,14,38,36,17,44,24,35,25,37,671,52,125,110,9.66666666666667,7,22,40,63,21,54,NA,NA,NA,NA
"582","ba076e9e6",450,15,20,20,40,45,45,50,50,55,55,55,973,88,145,190,12.5,11,33,55,40,58,45,59,53,22,21
"583","feff7c3ce",420,15,20,20,40,20,45,50,50,55,50,55,862,72,125,145,19,15,40,40,40,40,40,38,35,13,22
"584","3addd4823",53,15,0,20,0,18,0,0,0,0,0,0,199,96,0,0,6.66666666666667,NA,NA,NA,NA,NA,NA,54,43,26,28
"585","af6c2049f",450,15,20,20,40,45,45,50,50,55,55,55,938,88,145,155,16,16.5,31,42,49,27,63,56,53,26,20
"586","8533937ff",382,15,18,14,36,41,45,46,40,49,53,25,760,72,110,106,9,13,45,52,46,47,52,48,43,22,28
"587","c62785961",173,15,20,7,28,0,23,10,11,13,7,39,560,76,90,121,21,11,33,39,56,47,35,37,39,19,24
"588","e97089a64",365,9,20,20,34,0,45,44,50,55,49,39,732,80,130,121,15,11,27,49,38,48,60,49,55,26,21
"589","93a7a883f",432,15,18,20,40,45,34,50,50,55,50,55,785,88,125,100,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","23a5d8e50",324,15,20,11,18,41,45,38,0,50,47,39,685,76,105,90,13.5,16.5,20,37,44,35,56,39,42,18,21
"591","ef34bb97f",290,15,20,12,38,45,38,24,13,40,18,27,703,84,130,170,18,15,22,52,30,NA,39,28,40,19,25
"592","df9f47645",370,15,20,12,38,40,45,50,45,50,0,55,776,56,100,150,9.83333333333333,9.33333333333333,45,68,40,46,59,44,46,11,26
"593","866f28f6b",337,15,20,17,31,9,43,50,13,53,31,55,753,76,100,140,12,15,51,56,50,27,50,43,44,18,19
"594","439f76e04",446,14,19,20,40,45,45,49,49,55,55,55,917,76,135,160,13,NA,48,59,47,48,55,41,46,17,22
"595","daec7f196",447,15,20,19,40,45,45,50,50,55,53,55,885,72,110,156,18,19,27,49,55,36,48,53,42,18,24
"596","d3b6a03fb",21,15,6,0,0,0,0,0,0,0,0,0,291,68,105,0,0,4.33333333333333,43,58,49,20,62,49,39,16,15
"597","4f49f0dc2",428,14,18,10,39,44,44,49,50,53,52,55,844,80,125,111,15.5,18,49,63,44,51,47,52,42,19,24
"598","eabf7068c",313,15,7,14,22,42,10,22,40,41,45,55,679,76,100,90,13,18,33,52,52,39,51,50,38,19,28
"599","39a1f0cc9",302,15,16,14,35,36,22,49,20,22,34,39,678,72,95,110,6,13,42,70,54,52,54,63,51,25,24
"600","c9139c0e5",447,15,18,20,40,45,45,49,50,55,55,55,881,84,130,125,13,19,42,42,39,43,43,38,46,15,20
"601","b50972497",443,14,18,19,39,45,45,50,50,55,53,55,830,76,105,106,17,18,46,44,48,53,45,42,28,16,19
"602","aba0ea12e",450,15,20,20,40,45,45,50,50,55,55,55,926,80,145,151,16,2,31,47,36,36,59,41,48,14,17
"603","4343ccb9a",450,15,20,20,40,45,45,50,50,55,55,55,910,60,140,160,14,13.5,66,59,49,68,62,59,53,26,27
"604","140fbe27d",449,15,19,20,40,45,45,50,50,55,55,55,897,88,130,130,10,7,37,36,37,44,36,55,53,17,26
"605","1c574c59e",448,15,19,19,40,45,45,50,50,55,55,55,880,92,125,120,12,14.5,41,56,49,47,60,54,48,24,23
"606","312c990e6",431,15,20,19,40,45,45,48,43,48,53,55,738,76,120,111,16.6666666666667,18,30,46,54,63,46,NA,NA,NA,NA
"607","6db013635",448,15,18,20,40,45,45,50,50,55,55,55,936,88,135,165,16.5,13,36,57,60,37,50,51,38,19,16
"608","aa76eb42b",424,15,19,16,34,40,43,49,50,55,48,55,814,80,125,90,NA,8.66666666666667,44,61,42,61,47,48,23,17,23
"609","6cecccf8a",329,14,17,19,10,25,42,40,0,53,54,55,733,64,90,150,9,0,40,40,40,40,40,44,35,15,22
"610","7bb3d2653",404,15,18,11,38,45,40,50,43,47,44,53,749,64,95,91,14.5,19,35,56,61,57,56,41,44,20,21
"611","09885dc8e",440,15,20,15,40,45,45,50,50,55,50,55,936,96,140,160,13.3333333333333,12.6666666666667,64,43,47,NA,55,55,53,24,20
"612","8fccf78db",420,15,18,14,37,38,45,50,45,55,48,55,768,64,90,95,13,10,47,54,50,47,39,40,34,10,25
"613","d1879e901",447,15,20,19,40,45,43,50,50,55,55,55,863,76,115,125,0.666666666666667,4,40,40,40,40,40,40,32,16,16
"614","b9165380e",442,15,18,18,37,45,45,49,50,55,55,55,824,72,115,95,3,12,39,45,NA,NA,36,40,34,14,18
